1.376558561241776057e-01 -4.837215747664245363e-03 -1.728766063519945051e-01 -1.360618189066864214e-01 -1.367305845675634568e-01 -2.421799042695048365e-02 3.931889805204782234e-02 -1.111089902870915358e-01 1.793334370151135337e-01 -6.210053259861583741e-02 2.431440735254589147e-01 4.449052755304272466e-02 2.923976693174719713e-02 -8.125494303157100584e-02 1.853365786622308276e-01 -3.803485818967487497e-01
1.036479160599614452e-01 1.466032566692717087e-01 1.732194362763673223e-01 3.727966913455326575e-02 6.021941641049242122e-01 3.272197122301525457e-02 -3.927774669840679023e-01 2.018250264691390141e-04 4.194270223047149443e-02 -1.586724054107679915e-01 3.259617075621715765e-01 -5.429990423696018365e-02 -2.073306927169645819e-01 3.470161530525227994e-02 3.175783561214596401e-02 9.685593781713594530e-02
-5.280604297876261288e-01 -1.644607314863344161e-01 7.740342528546671763e-02 2.325098840149032453e-01 5.957309811094346763e-02 -1.601186288866155438e-01 -2.894982431472810716e-02 1.922412584657102186e-01 1.535665533029377805e-01 1.472244357280534099e-01 2.651959289020288657e-01 3.086022486796160536e-01 -2.266385663337061596e-01 -1.328148602187963767e-01 2.562031578986283531e-01 -3.094748974781224571e-01
1.978294099513406845e-01 -2.990353515721999034e-01 2.267521532071130608e-01 2.391578357721028600e-02 3.301518756080420308e-02 7.585545255423113697e-02 -1.855071609626682549e-01 2.663339444939493150e-01 2.382189896298962106e-01 -3.965632246027812613e-01 3.787278112560996668e-01 -1.854572199651317588e-01 -2.749050346300800918e-01 -2.481874884947485593e-01 1.408491159425173667e-01 -6.632020833246582425e-01
-1.052496801406666710e-01 -1.181788537769593167e-01 -8.661223696249226167e-02 -2.910845624509247886e-01 -7.856293396413624452e-03 1.398444010830774548e-02 -9.676639841431634859e-02 2.194759233910725527e-01 -1.985331323242404689e-01 -4.641413409364820997e-02 7.709341808409475583e-02 -3.206775816747824970e-01 -4.290388590631195043e-01 4.111393620047747860e-02 1.745596703846007958e-01 3.565602499549556104e-01
-1.573326530718514860e-02 7.119009960640194923e-03 -1.442353966707073942e-01 6.913852936861439313e-02 -2.528367135399418042e-01 1.148061522159289916e-01 -2.328436446247069899e-02 -1.650773649224740458e-01 9.329790576881018260e-02 1.374971517568882584e-01 4.520609636328387082e-01 3.348609159358425374e-02 -5.134848792200239626e-02 6.135672496473235094e-02 6.357716254558241908e-02 7.776930671886801011e-03
5.039620218353503267e-01 2.655216549896616818e-01 1.958807002756456361e-01 3.538626860338946883e-02 3.529686706249558770e-02 -1.017879857658142567e-01 -3.134229208223082153e-01 -9.913120764028990339e-03 3.220975040917887946e-04 -8.336728949510273379e-02 2.207230120051780209e-01 7.877964086167067725e-02 3.703588834688963799e-02 9.297584454419353939e-02 -2.395968704813275785e-01 -5.890349299812527861e-02
-2.017699663909724994e-01 2.001624449470470468e-01 -1.270176805033971512e-01 -2.624723547563780346e-01 5.901855769685700193e-02 2.492235804568060653e-01 -2.663827798751223774e-01 2.128690528667622761e-01 -3.506180535061338699e-02 -1.348154319959349867e-01 2.926095228176670004e-01 2.413411387368163963e-01 -2.375638676931342008e-01 2.433625750210546002e-01 5.287810721893854149e-02 6.167906347628827890e-02
-1.612117962229149548e-01 -7.518978644041336701e-02 3.220522036709561609e-01 -1.287928255406456390e-01 2.867263426177610874e-01 5.542154587182895886e-01 -1.405420198039125657e-01 1.135598751318412786e-01 2.145548443421240459e-01 3.651851745785208297e-02 -3.221439399163045780e-01 2.375355093614299473e-02 1.363592498548739929e-01 1.793626914949485729e-01 -1.960740026173738437e-01 7.867022248351820957e-02
7.524110754405133328e-02 3.269987080134483803e-01 2.221866825130012213e-01 7.931376846291947336e-02 3.077958009114571958e-01 1.424339640031400678e-01 -8.866527303215848699e-02 1.017188234275900743e-01 7.806598336612526577e-03 1.119878712211599958e-01 4.324763342193840288e-01 -1.006234209633152243e-01 1.600029621863202356e-01 3.163816549039395465e-01 4.565826844842546528e-01 2.182918153005167228e-01
