6.964691855978616397e-02 2.861393349503794925e-02 2.268514535642031371e-02 5.513147690828912317e-02 7.194689697855631560e-02 4.231064601244610007e-02 9.807641983846154821e-02 6.848297385848632624e-02 4.809319014843609769e-02 3.921175181941505272e-02 3.431780161508694166e-02 7.290497073840417064e-02 4.385722446796244678e-02 5.967789660956835524e-03 3.980442553304314179e-02 7.379954057320357863e-02
1.824917304534999854e-02 1.754517561474925463e-02 5.315513738418384260e-02 5.318275870968661168e-02 6.344009585513210592e-02 8.494317940777895704e-02 7.244553248606352969e-02 6.110235106775829123e-02 7.224433825702215872e-02 3.229589138531781950e-02 3.617886556223141176e-02 2.282632308789556141e-02 2.937140463888293640e-02 6.309761238544878137e-02 9.210493994507518156e-03 4.337011726795282629e-02
4.308627633296438497e-02 4.936850976503062705e-02 4.258302902958280289e-02 3.122612229724652799e-02 4.263513069628082491e-02 8.933891631171347880e-02 9.441600182038796529e-02 5.018366758843365721e-02 6.239529517921112156e-02 1.156183950792957250e-02 3.172854818203209304e-02 4.148262119536318127e-02 8.663091578833659323e-02 2.504553653965067156e-02 4.830342642627043909e-02 9.855597856107051191e-02
5.194851192598093359e-02 6.128945257629676846e-02 1.206286659903237427e-02 8.263408005068333118e-02 6.030601284109274318e-02 5.450680064664649438e-02 3.427638337743084407e-02 3.041207890271840908e-02 4.170222110247016195e-02 6.813007657927966365e-02 8.754568417951749670e-02 5.104223374780111899e-02 6.693137829622723689e-02 5.859365525622128867e-02 6.249035020955998748e-02 6.746890509878249176e-02
8.423424376202573449e-02 8.319498833243876498e-03 7.636828414433383116e-02 2.436663745368740364e-02 1.942229605787708716e-02 5.724569574914731285e-02 9.571251661238712460e-03 8.853268262751395890e-02 6.272489720512687550e-02 7.234163581899548390e-02 1.612920669501682934e-03 5.944318794450425408e-02 5.567851923942887526e-02 1.589596441447227448e-02 1.530705151247731093e-02 6.955295287709109542e-02
3.187664263818763832e-02 6.919702955318196569e-02 5.543832497177721141e-02 3.889505741231446406e-02 9.251324896139861975e-02 8.416699969127162950e-02 3.573975666831762793e-02 4.359146379904055638e-03 3.047680734110974621e-02 3.981856819179810381e-02 7.049588304513622339e-02 9.953584820340174999e-02 3.559148657174595470e-02 7.625478137854338478e-02 5.931769165622211709e-02 6.917017987001770896e-02
1.511274523480802406e-02 3.988762927261566005e-02 2.408558977236244930e-02 3.434560140483249729e-02 5.131281541990021650e-02 6.666245501640716276e-02 1.059084850568138385e-02 1.308949506640807482e-02 3.219806064683080477e-02 6.615643366662436742e-02 8.465062252707221402e-02 5.532573447967134572e-02 8.544524875245047835e-02 3.848378112757611103e-02 3.167878971183797632e-02 3.542646755916785406e-02
1.710818292050990744e-02 8.291126345018905164e-02 3.386708459143266542e-02 5.523700752940731429e-02 5.785514681088330113e-02 5.215330593973323270e-02 2.688064574320692341e-04 9.883454192828200480e-02 9.053415756616099708e-02 2.076358611963245032e-02 2.924894127924248036e-02 5.200101530724834942e-02 9.019113726606706183e-02 9.836308849117232633e-02 2.575420641540831015e-02 5.643590429247816870e-02
8.069686841371792596e-02 3.943700539527748156e-02 7.310730358445570454e-02 1.610690144292148407e-02 6.006985678335899359e-02 8.658644583032647224e-02 9.835216092035556357e-02 7.936579037801571798e-03 4.283472747009492432e-02 2.045428595464277022e-02 4.506364905187348197e-02 5.477635726288540563e-02 9.332671036982076104e-03 2.968607754806794688e-02 9.275842401521475211e-02 5.690037314301953780e-02
4.574119975236119739e-02 7.535259907981145533e-02 7.418621518420373540e-02 4.857903284426878972e-03 7.086973954427459865e-02 8.392433478050836948e-02 1.659378842069538992e-02 7.809979379999573701e-02 2.865366167291019325e-02 3.064697533295572887e-02 6.652614653496830011e-02 1.113921716077157648e-02 6.648724488032943525e-02 8.878567926762226392e-02 6.963112682354063998e-02 4.403278766654090959e-02
